100000 100000
86059 99274 50735
37073 47533 23846
86368 26047 676
22347 84836 29261
75419 74027 689
69830 36672 56338
88049 26080 14295
89874 73967 55489
70637 59893 73999
28709 81476 59766
17112 66117 37019
92485 15516 14648
84644 3390 15488
9028 23291 17906
27316 3590 43247
51199 28759 33574
67495 78405 75305
28891 79401 1747
50310 428 39746
24586 42877 8282
46383 97454 68793
48680 97908 44274
38018 71222 48973
46362 49410 88626
47096 12016 56362
22526 61993 31560
97686 15051 7258
59940 48289 84442
81955 80651 96574
44280 74926 25745
93563 21564 70325
8762 54918 2575
27552 6338 34733
45563 51035 61309
59910 46307 1409
16477 4330 43096
79418 71410 20529
54956 29911 51418
23272 16602 52612
41316 38807 11227
75617 83268 32660
92863 18954 73328
45516 79551 61647
84856 24329 33379
36545 56489 37661
14091 85194 1930
43213 31125 13144
93641 22449 41522
50296 42639 6370
22609 76733 65065
77126 97858 82526
61863 34627 23303
43554 60484 35232
25577 60594 2736
7442 92220 41158
15884 88142 50508
80815 30059 53334
87194 62228 44219
93837 3684 50185
16120 8010 76351
76543 43428 13435
56066 11018 59128
49207 74491 2121
2247 60520 58170
11441 73259 22529
36398 34283 94590
40391 72218 89508
66241 98608 24938
63964 41749 70402
13081 58715 97406
83468 16426 15509
6415 40214 30024
13700 49158 31113
78417 92253 5251
2993 46538 13430
69059 83462 93639
39831 18679 97132
39905 69429 25867
4913 71597 66928
72448 71508 82892
48289 15940 48787
92069 29282 8606
97141 77045 5994
49907 72123 75026
86097 17751 24465
45195 49603 35237
12548 60639 10253
3704 84593 4058
39163 89313 10562
49227 87427 81997
59734 23934 12726
2913 68987 89975
17072 45263 934
71983 41899 12217
4888 91672 50589
64394 45513 20009
67954 57303 74614
92248 59696 24606
2193 78297 82367
60375 16546 61127
74155 60986 12442
98986 85811 70903
45374 67944 31212
50980 11429 10456
83764 83712 74663
74296 16003 35745
71057 27806 89309
54704 59907 90007
7328 60909 63569
42522 1620 43398
12194 17986 15220
18717 4728 15545
36958 96275 39946
57213 24355 87071
16225 61388 8508
19535 53627 20313
54129 17174 41335
45484 13136 6819
95530 66787 47203
8065 91043 17393
45130 20565 21410
22865 53957 37054
89128 51968 84773
86505 84922 69046
69801 65029 17229
55991 43873 11845
15019 59672 56124
69077 67184 39836
23931 77814 45412
40451 57679 49829
9230 86242 8116
99230 27652 35293
25545 43824 45160
62036 44788 83254
8525 40771 82662
10960 94633 53443
68159 84716 33824
93479 92111 97856
81505 47636 60856
30002 91937 26693
41144 32541 60703
72955 6067 34250
79187 64846 12565
32705 97673 47920
66747 88003 57684
99173 80048 20678
42208 59360 19289
77806 22528 89859
21405 94854 28589
77388 39487 80992
4689 30172 28934
98822 95157 61281
79265 16666 5124
77821 60271 66395
39296 80890 51848
8881 15733 88961
81342 53290 65448
31315 69573 64314
36695 18991 9924
26993 72652 46097
27359 79973 27531
87958 70975 32567
96689 5374 34599
82285 27256 29107
13958 46544 62100
76993 70336 28757
68907 68594 7591
64160 23594 44898
49005 80760 57946
84424 98157 60873
35186 23580 24159
42017 98811 94133
11643 23502 28106
7348 93806 9954
48812 40328 42090
8238 75286 34063
10823 44019 77933
58730 16531 78218
89085 68402 9934
8613 11542 29118
20871 36501 61015
99013 87565 22878
53335 63431 13503
97743 61485 28809
18934 63065 58312
40146 6701 98507
71367 64211 36336
5965 43833 26840
79830 64773 54089
76726 16272 3394
36958 78856 52494
34022 92358 94968
66673 23319 81643
67126 88081 98877
24360 1327 60697
18579 8970 61654
427 22609 88011
11631 31660 48401
39429 72810 66509
18284 15576 61161
92723 70751 17223
84383 58641 72871
58097 75844 85280
39732 53002 64888
69509 464 67829
15480 9148 29400
63259 76177 88113
27758 74406 85564
34071 33262 11411
76986 92992 84371
8442 68348 28236
44703 93313 65902
7379 41236 89670
96478 30741 37910
54394 24841 41083
31902 14674 58947
72302 88605 51347
72986 2012 47301
78647 93525 55537
12577 21819 70493
21056 18270 74359
41054 53034 75733
48435 8719 82024
24151 94331 97631
58486 10278 63066
8047 6833 46611
80082 92655 33053
37614 14866 49640
9833 36016 7852
63924 71820 21424
66688 66342 56481
27485 66779 34578
80872 92922 61889
53955 68908 20789
95331 55840 60021
91689 61126 86413
40752 20423 78511
3816 55914 64706
63081 27574 90405
90546 69442 73316
88214 63991 22052
62712 43199 96117
64770 3567 84500
41986 32418 38056
43864 73058 79757
45246 30633 36598
46393 4670 65669
60270 55342 13971
36055 32795 42841
9925 88571 38349
19664 28344 87294
35133 31592 18172
50454 930 91303
1245 31354 32689
44014 17412 17169
20033 55862 71436
23097 92854 83148
49195 23978 11118
56932 29335 75809
11137 93408 50895
74610 52099 64655
66527 57287 10180
67857 74926 50769
85641 35769 22343
15644 41511 45485
3803 61410 56072
96395 10373 55052
59599 74127 53327
8086 88589 52356
62962 93908 810
75592 99349 62859
86200 20743 86103
62126 26761 85446
58735 1236 74547
77474 82535 91838
54163 20663 83160
95644 509 32994
14997 46588 11842
47534 44568 49627
92034 46345 54614
37420 35856 96110
65632 92298 66971
60811 30816 70547
89534 82396 81423
8322 21391 96111
50758 92203 59890
71862 97565 96450
63737 90802 4631
30166 46552 67175
41054 46815 3354
65502 12262 36125
54081 63982 80624
75180 32675 38420
47673 90278 61352
96701 56391 38550
93158 13681 29403
78789 85009 8134
97810 56252 12633
48287 33611 99391
5915 3864 47335
73656 82049 62990
87136 11451 17672
41497 8818 91399
71834 61345 1248
34241 34635 78297
98400 25678 80474
54165 41647 67386
97180 61034 36170
14227 62458 34112
40223 6144 31674
569 77856 30039
38217 79245 95363
40842 15028 19667
26530 35353 22110
2180 9960 91239
33199 61614 72366
35210 38609 57765
63137 59365 9545
17662 42850 62692
67709 38157 4164
14882 23826 67968
46620 7587 49238
43792 28880 93136
94240 48855 23974
57413 75297 38090
63865 51913 61457
38119 35910 1148
78076 32932 49169
14868 49007 58989
39004 6852 1773
94295 32408 5179
85494 95761 98450
89151 66870 47120
953 16031 2304
24567 25932 93679
70862 46652 573
72842 76503 22379
27601 60115 22728
1391 20454 43571
47365 17066 14001
81627 82253 46206
45404 15567 93232
23330 24286 72830
27223 84763 57859
38636 24429 38903
30421 10569 61681
29682 68601 91916
64067 89877 9883
986 68772 79749
55783 45872 10740
10007 92696 38641
6788 7885 44568
67944 9739 47390
17148 94490 66336
22252 7969 5273
41530 86434 66186
23203 53045 93648
47236 58065 46806
11517 53304 68655
50197 22111 58232
63959 55509 55061
28603 82390 51943
39909 40145 71286
36736 80652 38012
25639 43643 21381
10977 40889 42911
85686 18475 81561
70291 25086 93500
51777 92420 42268
41364 33767 99445
89757 65573 73482
73655 34820 82658
15609 88471 53993
59003 28796 69045
94574 27164 88553
40534 69714 20652
29247 81936 36232
57132 8470 83813
3103 13047 57133
34499 43799 50047
28853 46628 94406
99655 58875 42839
95332 70271 15184
76531 94167 69521
86839 68627 32679
67876 24760 41177
46129 70966 90784
11232 73583 74329
75846 14307 11
13384 22382 63655
56302 24612 89550
9632 76711 28430
3371 744 82570
31350 81499 5207
32817 321 93746
49821 41415 25493
56230 37495 27435
31274 49998 62496
31439 30890 4848
81477 65969 24760
75659 3144 45201
95309 97190 22081
9198 85628 32537
75036 77693 55500
95586 39952 9142
1333 16415 69199
63599 60963 4702
78840 83867 85353
16469 97931 82931
80766 7832 50868
3204 59304 42196
90525 47826 82415
11455 26001 40935
8972 47043 10757
61038 37307 40477
73757 35796 16886
46085 95837 88586
58413 49340 70177
35488 87569 43470
25610 13638 60872
72927 14373 68636
65695 89901 87875
51215 29575 68559
49510 17691 47543
35969 43793 93798
79330 99192 74156
44737 73563 4336
38242 86102 96054
47483 94834 50572
63766 88314 95211
16059 31532 59304
21619 67187 10591
82536 32774 6781
88438 26370 76425
25500 72735 3400
8564 94990 20967
41435 83409 96553
24213 65358 76506
25087 21072 41570
66069 53816 51745
40055 5230 88620
47372 16528 57383
65411 87087 54365
74904 6091 85758
54247 27125 44732
14522 15723 60808
69834 56663 4973
93249 72411 28441
76523 7892 57643
20165 38138 63574
63650 92939 8007
32242 1035 38003
10536 99993 58212
88090 25082 88788
36862 40344 80510
53093 91171 19451
40636 98485 68131
44261 99924 49763
81928 67483 77739
92623 68508 52900
56730 66253 60486
50586 35360 8968
31020 56940 18156
69604 44481 40875
56300 9512 54089
68269 65235 84204
69390 44091 56671
34946 53054 16579
69759 78603 54429
67134 98135 6867
37897 18990 92806
13214 45194 99202
86722 66239 62330
13249 19976 53483
21100 88616 43273
27211 84253 38797
11054 36643 31343
55992 60125 95533
11349 43904 34897
75652 39822 14634
71110 28084 59312
91040 71094 93419
8179 67220 1786
40108 17803 92847
2948 40086 51172
48099 6300 58856
45015 8067 62589
76073 7133 39166
87382 14144 30374
16030 91282 10036
87789 36902 6627
69523 72165 90260
73460 7651 4019
68417 56711 19071
36199 2686 48880
25840 14094 41797
65471 4420 45022
8545 30463 31126
72335 55067 92021
91812 94903 75439
20204 58309 25525
37678 39656 95135
81676 48909 2755
96764 14993 13134
85233 92522 3751
52687 21005 69983
8435 39597 52410
48774 71904 60752
20485 57783 17057
96327 35909 28731
81044 73801 17445
80326 30624 73926
20008 72242 15299
26126 39362 82389
28485 27154 78335
61022 81284 41089
6079 5126 73563
87583 71581 39287
63673 6068 91766
42145 72268 34430
19143 92191 20684
21938 74526 88296
29918 39940 89707
96100 8204 52028
40315 89504 35368
40928 11965 78347
63738 62744 84017
36715 77015 13408
62415 53666 88799
75676 49089 20806
18217 33808 32237
89779 82734 66462
31837 36997 75119
16204 44252 53933
38517 96745 29835
51968 12570 90314
76818 26968 55335
28933 56803 38776
99187 14876 66911
27841 7793 39522
33912 55085 20813
28503 57954 47080
66663 39206 17472
43496 8190 15882
35036 81952 64463
71905 55396 10851
96079 71471 12513
67897 44963 77620
39728 86584 17166
9236 35563 72873
79829 80481 53408
85087 57988 55146
89570 28735 37727
56719 83811 96523
12148 1814 27592
76526 24734 16427
82378 24444 50609
31714 27102 10527
73975 92292 59158
38034 33749 63886
69578 71961 4626
2588 83093 88502
10109 71868 27434
1714 44534 42872
69817 99583 25296
14066 81853 69114
49368 50290 98544
96019 38780 36727
37949 11257 92061
96387 37134 81535
82939 45603 2759
34478 32268 71936
1348 29643 3707
28013 76427 88214
44485 56548 97007
46207 24622 83025
13613 11341 77104
6783 54918 61489
49716 4945 35361
46581 40691 81443
12109 51097 40239
68870 90818 60261
64320 69091 16789
20970 85685 87174
6818 48991 65136
93864 754 36825
72797 78333 46343
67426 77147 70236
30446 46080 65825
81065 89494 84543
5246 51243 71879
61638 72532 37672
33721 87794 57566
57822 91762 90193
9542 18124 8522
979 2050 99673
17735 69570 54247
10992 79691 4806
68704 36973 8852
40281 34272 15163
49277 45371 91208
4082 30201 66461
12555 70486 16119
35944 34579 29830
25309 38787 66561
85619 44579 88138
4874 49134 60958
67859 62938 29709
3044 27769 75524
50824 11470 48829
71359 60461 74190
19457 91421 5045
75608 36275 13098
70322 43244 2855
98589 89203 71805
66894 2360 56257
6768 67336 96007
15059 30390 15695
40718 57998 13200
38654 43141 35058
21619 9735 21630
90888 44861 2248
61280 59571 27456
87716 40633 32152
53642 14250 54749
35036 47973 97654
94965 24418 24174
82614 71266 77861
36318 80239 47913
24890 55247 53016
42016 94224 85122
90520 42572 79313
23393 21446 78045
90633 88561 1878
92299 60353 6194
27772 2474 21240
97783 36424 45094
15113 32720 71189
6376 49121 79819
55515 27515 97463
28865 71208 22837
76121 91045 44816
57803 61082 8250
46384 89564 39047
83566 33974 10328
84137 71413 61107
77625 9427 53703
56585 31648 5795
31614 59957 81265
97459 69135 51962
63216 40137 26614
37955 50848 66773
41499 57839 46707
23864 28016 16355
16516 17443 45662
94721 55002 42736
74709 64202 13196
3008 23013 39581
84731 51766 51449
94129 679 60023
64517 97209 32209
59755 54400 13925
18331 71837 4579
54040 82279 79375
32818 46962 40043
13050 44341 11936
72544 75541 98975
68769 90455 26197
91066 56104 80601
51781 84858 28348
78701 76770 36441
27215 16238 84605
13647 69853 33075
305 83427 19143
5867 98233 57162
35216 10105 17306
78009 97715 86957
49413 61374 8642
10798 72582 38070
4582 48901 66782
33034 97639 28758
17093 28138 24612
65205 82075 64460
99270 12446 86909
97888 98897 71068
54147 1060 11464
72301 76491 78644
4942 18698 85867
30236 16147 67159
55859 29763 94390
6716 63195 51792
41192 12025 54652
14543 43556 91388
64783 89266 72059
71754 47902 33138
74391 9008 74835
57610 44294 24138
93530 1734 89860
36468 22295 66492
9544 53010 49200
8193 14069 8923
67192 19283 20395
14292 7347 29019
55931 52960 16329
96460 43346 6202
34097 89567 53651
73161 3080 41964
58914 47423 10846
39473 92488 17973
70720 58896 59555
59190 74278 74068
69927 56735 95196
9640 25880 62804
11343 54422 33336
14404 97049 49627
88103 96714 95211
73595 41261 68236
95888 5518 12729
61666 57077 67272
65272 22638 79778
75956 42521 75511
2287 92080 25166
50068 87115 21759
26030 6484 15721
13436 50722 17613
57618 50497 42696
30026 31713 88537
58207 88580 63426
79197 84643 83127
10786 42793 80725
7308 66610 42626
86931 8410 8210
10900 46330 98173
30052 2275 81452
9540 73957 53285
93434 29448 12785
29646 48038 42376
80282 57320 46940
40995 87716 37727
95198 78355 57801
64490 42286 78529
38417 53391 44913
2495 75451 36893
75291 93595 97530
32418 34640 97099
83416 66314 25738
8105 32315 67423
68437 84142 98757
5869 94556 24537
61064 23879 37893
68633 7570 83062
40040 75350 99243
87175 84354 45382
35314 23602 14671
62894 74188 37823
11045 81292 19327
17554 41556 57526
7303 9704 91799
93214 55075 9812
88718 3616 1289
84327 29329 94007
63279 90998 93397
74087 14322 11110
59850 66206 71007
83417 35435 30402
74368 63793 38229
77049 21481 87087
2108 34546 94996
13995 73887 4825
14056 13856 85453
36811 61055 69831
26916 26485 10700
50272 8379 42501
25724 30391 98132
55872 29388 15838
5966 75090 25769
84922 21804 82401
76088 74736 30235
93956 313 89608
37352 36240 7945
13823 68025 71396
64844 42722 33395
97444 57203 99581
75883 6608 77012
49895 53506 63732
15637 89350 87306
47110 56727 49758
98409 8868 61741
44631 18056 45191
48171 66643 76034
69151 67477 69471
68780 71347 24651
84260 23275 13483
90558 27580 80380
18787 79844 97976
43242 5623 25363
35480 24474 48903
61209 22808 13013
19172 48743 88621
2295 28110 58631
63858 30983 6914
71692 12328 12631
38120 93968 79338
44838 20430 97971
26967 66136 8287
95188 73369 86094
86734 60156 52635
49493 66549 47273
88258 45066 98540
85044 33097 71532
43267 88924 4056
33278 93153 97629
30126 84164 33162
57469 39717 50672
53382 51978 2106
82655 64503 45427
90581 40795 66535
72963 40320 5708
8483 79512 25127
97732 83110 72513
73625 10006 15043
535 27271 28711
37197 99546 11173
57015 57216 14840
13705 34202 4522
4414 20471 91710
73711 75883 32459
19677 6148 45971
79676 48844 50782
95719 23849 26975
33006 39734 28288
35106 34186 9819
19838 45113 8764
45568 63377 53079
55382 96326 77788
43685 23388 17187
5761 38330 49848
67571 38701 95572
91164 74793 90645
47253 37637 96779
31956 10984 59248
19149 72479 55916
89518 91722 13489
96212 40654 17658
44633 32368 31725
67739 2022 14399
68571 48405 40919
99979 55758 47820
77310 34278 51233
83489 37504 43017
85936 68283 78908
94790 50928 90479
11448 36059 82545
57083 98156 62724
22690 91343 29883
16792 90105 15764
65480 26279 46600
7838 28518 865
55164 97959 49180
27535 55297 81798
27119 85753 84434
65298 79590 21044
66237 4133 69319
33561 47998 59698
78444 77781 10770
16245 52594 66009
61652 67366 5586
36474 32892 37961
45689 23687 98458
16355 26544 40595
7332 37878 4687
97494 24546 94556
39682 30603 20694
24950 36077 6934
86113 34522 25468
88740 40026 6513
35947 4953 74747
44633 51583 57966
93924 96476 64517
79325 42253 90671
72656 84894 76824
90439 16524 50071
12443 68916 88138
36694 56886 94375
60890 77766 80036
35839 20554 36591
46993 51554 49745
85800 85836 76031
32365 43762 49813
75527 78030 82399
49583 86036 53263
92940 905 40431
12701 48701 3139
79883 81132 20748
63725 33197 47097
32536 18542 38878
66851 82183 29600
93457 29820 69564
69126 19045 43823
14007 74745 69098
26515 52668 41230
91885 4424 67668
27288 34075 46951
11549 41181 86754
9317 98101 70163
98220 25317 17356
4352 54587 31820
5334 6322 89574
74781 66552 72441
28544 4283 27276
61772 83223 1689
77679 59589 43990
65711 58493 15040
14433 77169 98483
65165 61834 43056
88452 56069 81189
42403 516 85033
69773 93225 34258
95033 57988 89304
6970 23124 85543
94822 20528 12499
22344 65952 10712
2414 81526 63725
79320 90503 79954
80945 89259 84635
91814 76053 62843
72974 7301 80695
26255 68384 37890
77474 97306 18111
95202 41565 61949
95722 28624 98101
30620 51096 58205
59901 37604 19046
45919 2819 80847
23353 64977 58435
70060 71223 81046
42527 55105 72467
13752 15835 38554
2651 22128 87723
84099 86145 1357
94375 5391 49982
99202 73343 4495
23229 35236 69995
81291 62293 1532
62669 59123 52300
21501 84277 46153
62326 18516 16474
51733 1502 44197
72494 91699 54865
37701 38670 9695
36332 47711 20647
26711 97186 14173
66672 17298 64336
82686 55492 12881
62655 91010 32862
9986 43788 14907
73783 76607 86998
22600 59891 39527
38017 685 26174
85294 65149 29047
26515 89151 14372
23283 5969 46846
35645 60707 34427
76 64629 10870
97051 69625 93342
92533 52701 44751
13973 44724 95375
46891 69269 57526
6611 81744 82584
75934 60293 86177
24544 79195 46368
93732 17489 75607
17742 98175 41009
95915 86210 12926
66564 66717 37894
36253 42156 81471
17769 64528 92879
10581 27550 50951
34561 90796 77399
93420 91786 45648
5588 25380 77356
91446 37975 71505
51752 97464 3502
12451 8848 88225
75153 43208 59401
37094 29695 19390
65288 25007 94774
39883 73186 92795
9927 55763 13336
